"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보(x)","좌표정보(y)","위생업태명","남성종사자수","여성종사자수","영업장주변구분명","등급구분명","급수시설구분명","총직원수","본사직원수","공장사무직직원수","공장판매직직원수","공장생산직직원수","건물소유구분명","보증액","월세액","다중이용업소여부","시설총규모","전통업소지정번호","전통업소주된음식","홈페이지",
"1097","일반음식점","07_24_04_P","5080000","5080000-101-2023-00505","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","신선함","2023-10-30 04:15:08","U","2023-11-01 02:40:00","기타","321206.462985608","291459.171654246","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1098","일반음식점","07_24_04_P","5080000","5080000-101-2023-00503","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","이수제철판왕돈까스","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1099","일반음식점","07_24_04_P","5080000","5080000-101-2023-00502","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","청춘껍데기송정점","2023-10-30 04:15:08","U","2023-11-01 02:40:00","식육(숯불구이)","321206.462985608","291459.171654246","식육(숯불구이)","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1100","일반음식점","07_24_04_P","5080000","5080000-101-2023-00501","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","올리","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1101","일반음식점","07_24_04_P","3180000","3180000-101-2023-00780","2023-10-18","","03","폐업","02","폐업","2023-10-29","","","","","6.60","150-010","서울특별시 영등포구 여의도동 84-4 여의도 한강공원(이벤트광장)","","","고향집홍어","2023-10-30 04:15:09","U","2023-11-01 02:40:00","한식","","","한식","0","0","","","","0","0","0","0","0","","0","0","N","6.6","","","",
"1102","일반음식점","07_24_04_P","3180000","3180000-101-2023-00779","2023-10-18","","03","폐업","02","폐업","2023-10-29","","","","","6.60","150-010","서울특별시 영등포구 여의도동 84-4 여의도 한강공원(이벤트광장)","","","아리랑컵밥","2023-10-30 04:15:09","U","2023-11-01 02:40:00","한식","","","한식","0","0","","","","0","0","0","0","0","","0","0","N","6.6","","","",
"1103","일반음식점","07_24_04_P","3180000","3180000-101-2023-00778","2023-10-18","","03","폐업","02","폐업","2023-10-29","","","","","6.60","150-010","서울특별시 영등포구 여의도동 84-4 한강공원 서울 음식 문화박람회","","","짱시스낵","2023-10-30 04:15:09","U","2023-11-01 02:40:00","분식","","","분식","0","0","","","","0","0","0","0","0","","0","0","N","6.6","","","",
"1104","일반음식점","07_24_04_P","5080000","5080000-101-2023-00435","2023-10-18","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","닭포89","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1105","일반음식점","07_24_04_P","5080000","5080000-101-2023-00434","2023-10-18","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","공대토담","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1106","일반음식점","07_24_04_P","5080000","5080000-101-2023-00433","2023-10-18","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","청산어탕","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1107","일반음식점","07_24_04_P","5080000","5080000-101-2023-00432","2023-10-18","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","홍가추어탕","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1108","일반음식점","07_24_04_P","5080000","5080000-101-2023-00431","2023-10-18","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","호덕이식당","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1109","일반음식점","07_24_04_P","5000000","5000000-101-2023-00060","2023-10-18","","03","폐업","02","폐업","2023-10-20","","","","","","539-802","전라남도 진도군 진도읍 쌍정리 18","전라남도 진도군 진도읍 남문길 54-6, 옥주골어울림센터 주차장","58923","대박포장마차","2023-10-21 04:15:09","U","2023-10-23 02:40:00","한식","132369.331844747","109706.18598122","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1110","일반음식점","07_24_04_P","3220000","3220000-101-2019-01481","2019-10-04","","03","폐업","02","폐업","2024-10-28","","","","","99.04","135-950","서울특별시 강남구 청담동 22-4 베리굿빌딩","서울특별시 강남구 선릉로148길 14, 베리굿빌딩 지상2층 (청담동)","06062","에그앤플라워","2024-10-28 14:42:25","U","2024-10-30 02:40:00","경양식","203534.369724048","446694.823252441","경양식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","99.04","","","",
"1111","일반음식점","07_24_04_P","4321000","4321000-101-2023-00064","2023-10-18","","03","폐업","02","폐업","2023-10-29","","","","","9.90","","강원특별자치도 양구군 해안면 후리 716","","","카페 코코로","2023-10-30 04:15:09","U","2023-11-01 02:40:00","기타","299886.676337689","532501.159849267","기타","0","0","","","","0","0","0","0","0","","0","0","N","9.9","","","",
"1112","일반음식점","07_24_04_P","4321000","4321000-101-2023-00063","2023-10-18","","03","폐업","02","폐업","2023-10-21","","","","","6.60","","강원특별자치도 양구군 양구읍 상리 239-7 양구 행복나눔센터","강원특별자치도 양구군 양구읍 장터길 43, 양구 행복나눔센터","24535","카페 코코로","2023-10-22 04:15:11","U","2023-10-24 02:40:00","기타","286677.512965942","511624.252002816","기타","0","0","","","","0","0","0","0","0","","0","0","N","6.6","","","",
"1113","일반음식점","07_24_04_P","3050000","3050000-101-2023-00383","2023-10-18","","03","폐업","02","폐업","2024-03-28","","","","","57.34","130-817","서울특별시 동대문구 용두동 39-1 청량리역한양수자인그라시엘","서울특별시 동대문구 고산자로32길 78, 1층 108호, 109호 (용두동, 청량리역한양수자인그라시엘)","02561","영진식당","2024-03-28 09:33:25","U","2024-03-30 02:40:00","한식","203728.022004023","452778.965235022","한식","0","0","","","","0","0","0","0","0","","0","0","N","57.34","","","",
"1114","일반음식점","07_24_04_P","3050000","3050000-101-2023-00382","2023-10-18","","03","폐업","02","폐업","2024-08-26","","","","","44.46","130-878","서울특별시 동대문구 휘경동 294-316","서울특별시 동대문구 망우로18라길 42, 지하1층 (휘경동)","02498","두꺼비 포장마차","2024-08-26 09:27:39","U","2024-08-28 02:40:00","한식","205325.721525477","453707.699167423","한식","0","0","","","","0","0","0","0","0","","0","0","N","44.46","","","",
"1115","일반음식점","07_24_04_P","4050000","5640000-101-2023-00226","2023-10-18","","03","폐업","02","폐업","2023-11-02","","","","","0.00","448-702","경기도 용인시 수지구 죽전동 1285 (주)신세계백화점경기점","경기도 용인시 수지구 포은대로 536 (주)신세계백화점경기점 지하2층 일부호 (죽전동)","16896","금덕푸드","2023-11-03 04:15:11","U","2023-11-05 02:40:00","기타","209514.367988403","424782.528523847","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","0","","","",
"1116","일반음식점","07_24_04_P","4050000","5620000-101-2023-00303","2023-10-18","","03","폐업","02","폐업","2024-11-08","","","","","19.60","449-812","경기도 용인시 처인구 포곡읍 둔전리 139-32","경기도 용인시 처인구 포곡읍 포곡로108번길 13-6, 1층 일부(6호)","17027","YM고기공방","2024-11-08 11:13:56","U","2024-11-10 02:40:00","식육(숯불구이)","219364.120648353","418527.654161495","식육(숯불구이)","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","19.6","","","",
"1117","일반음식점","07_24_04_P","4050000","5620000-101-2023-00302","2023-10-18","","03","폐업","02","폐업","2023-10-27","","","","","132.00","449-872","경기도 용인시 처인구 원삼면 고당리 34-1","경기도 용인시 처인구 원삼면 문촌로 1-2, 1층 일부","17168","소확행","2023-10-27 11:44:00","U","2023-10-29 02:40:00","기타","227531.336344122","406984.280488796","기타","0","0","","","","0","0","0","0","0","","0","0","N","132","","","",
"1118","일반음식점","07_24_04_P","4090000","4090000-101-2023-00581","2023-10-13","","03","폐업","02","폐업","2024-10-31","","","","031 9965599","42.00","415-801","경기도 김포시 사우동 248-6","경기도 김포시 봉화로 17-23, 102호 (사우동)","10109","파스타집이야","2024-10-31 13:34:47","U","2024-11-02 02:40:00","경양식","174787.08953723","457273.331522729","경양식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","42","","","",
"1119","일반음식점","07_24_04_P","3330000","3330000-101-2023-00466","2023-10-13","","03","폐업","02","폐업","2023-10-22","","","","","","612-704","부산광역시 해운대구 우동 1500 벡스코","부산광역시 해운대구 APEC로 55, 벡스코 제1전시장 야외광장 (우동)","48060","엠케이펍","2023-10-23 04:15:09","U","2023-10-25 02:40:00","기타","394482.139208377","187606.035424193","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1120","일반음식점","07_24_04_P","3740000","3770000-101-2023-00372","2023-10-13","","03","폐업","02","폐업","2023-11-04","","","","","","442-160","경기도 수원시 팔달구 매향동 3-32 연무대화장실","경기도 수원시 팔달구 창룡대로 105, 연무대화장실 앞 (매향동)","16254","소가네","2023-11-05 04:15:09","U","2023-11-07 02:40:00","기타","202035.835409017","420665.470720757","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1121","일반음식점","07_24_04_P","3740000","3760000-101-2023-00375","2023-10-13","","03","폐업","02","폐업","2023-10-20","","","","","","441-833","경기도 수원시 권선구 권선동 1229","경기도 수원시 권선구 세권로 243, 농수산물도매시장 (권선동)","16561","동원바베큐","2023-10-21 04:15:09","U","2023-10-23 02:40:00","식육(숯불구이)","202690.862880464","417032.852071794","식육(숯불구이)","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1122","일반음식점","07_24_04_P","3510500","3510500-101-2023-00379","2023-09-27","","03","폐업","02","폐업","2023-10-24","","","","","18.25","","인천광역시 미추홀구 도화동 435-11","인천광역시 미추홀구 제일로27번길 2-1, 1층 (도화동)","22138","신포횟집","2023-10-24 10:54:52","U","2023-10-26 02:40:00","한식","171032.217793862","439724.439798954","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","18.25","","","",
"1123","일반음식점","07_24_04_P","3510500","3510500-101-2023-00378","2023-09-27","","03","폐업","02","폐업","2024-03-08","","","","","67.25","","인천광역시 미추홀구 도화동 649-14","인천광역시 미추홀구 경인로 133, 1층 (도화동)","22106","채움김밥","2024-03-08 10:42:02","U","2024-03-10 02:40:00","한식","169634.561760185","440533.887847369","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","67.25","","","",
"1124","일반음식점","07_24_04_P","4400000","4400000-101-2023-00212","2023-09-27","","03","폐업","02","폐업","2023-10-08","","","","","","390-011","충청북도 제천시 중앙로1가 221-1 문화의거리 일원","","","앰비션","2023-10-09 04:15:08","U","2023-10-12 02:40:00","기타","","","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1125","일반음식점","07_24_04_P","4400000","4400000-101-2023-00211","2023-09-27","","03","폐업","02","폐업","2023-10-08","","","","","","390-011","충청북도 제천시 중앙로1가 221-1 문화의거리 일원","","","구스아일랜드","2023-10-09 04:15:08","U","2023-10-12 02:40:00","기타","","","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1126","일반음식점","07_24_04_P","4400000","4400000-101-2023-00210","2023-09-27","","03","폐업","02","폐업","2023-10-08","","","","","","390-011","충청북도 제천시 중앙로1가 221-1 문화의거리 일원","","","바이젠하우스 with나우","2023-10-09 04:15:08","U","2023-10-12 02:40:00","기타","","","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1127","일반음식점","07_24_04_P","4400000","4400000-101-2023-00209","2023-09-27","","03","폐업","02","폐업","2023-10-08","","","","","","390-011","충청북도 제천시 중앙로1가 221-1 문화의거리 일원","","","제천맥주","2023-10-09 04:15:08","U","2023-10-12 02:40:00","기타","","","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1128","일반음식점","07_24_04_P","4400000","4400000-101-2023-00208","2023-09-27","","03","폐업","02","폐업","2023-10-08","","","","","","390-011","충청북도 제천시 중앙로1가 221-1 문화의거리 일원","","","주식회사 화수컴퍼니","2023-10-09 04:15:08","U","2023-10-12 02:40:00","기타","","","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1129","일반음식점","07_24_04_P","4400000","4400000-101-2023-00207","2023-09-27","","03","폐업","02","폐업","2023-10-08","","","","","","390-011","충청북도 제천시 중앙로1가 221-1 문화의거리 일원","","","못난이꽈배기","2023-10-09 04:15:08","U","2023-10-12 02:40:00","기타","","","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1130","일반음식점","07_24_04_P","5150000","5150000-101-2023-00044","2023-09-27","","03","폐업","02","폐업","2023-10-06","","","","","0.00","769-803","경상북도 의성군 의성읍 중리리 516 의성종합운동장","경상북도 의성군 의성읍 충효로 104, 의성종합운동장","37331","벌람골숯불구이","2023-10-07 04:15:10","U","2023-10-09 02:40:00","한식","352748.85963213","318587.710517097","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1131","일반음식점","07_24_04_P","5150000","5150000-101-2023-00043","2023-09-27","","03","폐업","02","폐업","2023-10-06","","","","054 832 3745","0.00","769-803","경상북도 의성군 의성읍 중리리 516 의성종합운동장","경상북도 의성군 의성읍 충효로 104, 의성종합운동장","37331","진참치","2023-10-07 04:15:10","U","2023-10-09 02:40:00","일식","352748.85963213","318587.710517097","일식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1132","일반음식점","07_24_04_P","3940000","3950000-101-2023-00523","2023-10-25","","03","폐업","02","폐업","2024-07-24","","","","","81.59","412-040","경기도 고양시 덕양구 원흥동 628 티오피클래식","경기도 고양시 덕양구 권율대로 668, 티오피클래식 C동 210호 (원흥동)","10564","엔조이","2024-07-24 09:28:10","U","2024-07-26 02:40:00","기타","188799.571664945","460792.369030036","기타","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","81.59","","","",
"1133","일반음식점","07_24_04_P","3220000","3220000-101-2023-01329","2023-10-06","","03","폐업","02","폐업","2023-10-09","","","","02  531 6454","","135-881","서울특별시 강남구 삼성동 161-2 삼성1동 주민센터","서울특별시 강남구 봉은사로 616, 글로벌 명장셰프행사장 (삼성동)","06170","안뜨레(한시적)","2023-10-10 04:15:10","U","2023-10-12 02:40:00","기타","205467.530786654","445792.205480146","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1134","일반음식점","07_24_04_P","5240000","5240000-101-2023-00043","2023-09-18","","03","폐업","02","폐업","2023-09-24","","","","","300.00","755-805","경상북도 봉화군 봉화읍 내성리 506","","","작은식당","2023-09-25 04:15:08","U","2023-09-27 02:40:00","한식","354609.497811795","377811.979314802","한식","0","0","","","","0","0","0","0","0","","0","0","N","300","","","",
"1135","일반음식점","07_24_04_P","4540000","4540000-101-2023-00098","2023-09-18","","03","폐업","02","폐업","2024-11-18","","","","041 734 0002","56.00","320-801","충청남도 논산시 대교동 250-38","충청남도 논산시 대화로133번길 9-7, 103호 (대교동)","32947","다온","2024-11-18 11:43:05","U","2024-11-20 02:40:00","한식","207986.006522875","301150.29453712","한식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","56","","","",
"1136","일반음식점","07_24_04_P","3740000","5610000-101-2023-00354","2023-09-18","","03","폐업","02","폐업","2023-09-22","","","","","","443-280","경기도 수원시 영통구 하동 1017 수원컨벤션센터","경기도 수원시 영통구 광교중앙로 140, 수원컨벤션센터 (하동)","16514","드 포스트레","2023-09-23 04:15:09","U","2023-09-25 02:40:00","기타","205209.429761926","420428.365922969","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1137","일반음식점","07_24_04_P","3740000","3770000-101-2023-00335","2023-09-18","","03","폐업","02","폐업","2023-10-09","","","","","","442-160","경기도 수원시 팔달구 매향동 49 수원화성박물관","경기도 수원시 팔달구 창룡대로 21, 수원화성박물관 부설주차장 (매향동)","16255","홍가네집만두","2023-10-10 04:15:09","U","2023-10-12 02:40:00","분식","201647.027208057","420068.640560534","분식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1138","일반음식점","07_24_04_P","3740000","3760000-101-2023-00345","2023-09-18","","03","폐업","02","폐업","2023-09-27","","","","","","441-100","경기도 수원시 권선구 서둔동 381 롯데몰 수원점","경기도 수원시 권선구 세화로 134, 롯데몰 수원점 2층 (서둔동)","16621","포동푸딩","2023-09-28 04:15:09","U","2023-09-30 02:40:00","기타","199673.378589066","418025.547756245","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1139","일반음식점","07_24_04_P","3210000","3210000-101-2023-00419","2023-09-18","","03","폐업","02","폐업","2024-06-20","","","","","14.38","137-857","서울특별시 서초구 서초동 1321-6 서초동아타워","서울특별시 서초구 서운로 138, 지하1층 주방12호 (서초동, 서초동아타워)","06619","코코아쿡 강남점","2024-06-20 15:34:51","U","2024-06-22 02:40:00","한식","202165.507055894","443757.10494218","한식","0","0","","","","0","0","0","0","0","","0","0","N","14.38","","","",
"1140","일반음식점","07_24_04_P","3210000","3210000-101-2023-00418","2023-09-18","","03","폐업","02","폐업","2024-09-10","","","","","93.44","137-806","서울특별시 서초구 반포동 107-80","서울특별시 서초구 사평대로18길 38, B101호 (반포동)","06575","프라이빗107(PRIVATE107)","2024-09-10 09:10:48","U","2024-09-12 02:40:00","기타","199624.933955404","443955.363519026","기타","0","0","","","","0","0","0","0","0","","0","0","Y","93.44","","","",
"1141","일반음식점","07_24_04_P","3520000","3520000-101-2023-00570","2023-10-06","","03","폐업","02","폐업","2024-10-24","","","","","13.90","406-081","인천광역시 연수구 송도동 23-4 더샵 센트럴파크2","인천광역시 연수구 센트럴로 194, B동 116 일부(1)호 (송도동, 더샵 센트럴파크2)","22003","송도 언니네","2024-10-24 10:07:14","U","2024-10-26 02:40:00","한식","168141.708728648","432551.899734649","한식","0","0","","","","0","0","0","0","0","","0","0","N","13.9","","","",
"1142","일반음식점","07_24_04_P","3520000","3520000-101-2023-00568","2023-10-06","","03","폐업","02","폐업","2023-10-08","","","","","0.00","406-081","인천광역시 연수구 송도동 26-1 달빛축제공원","인천광역시 연수구 센트럴로 350, 달빛축제공원 내 부스 (송도동)","22005","지리산장수촌흑돼지","2023-10-09 04:15:09","U","2023-10-12 02:40:00","한식","167634.902703367","433863.609856745","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1143","일반음식점","07_24_04_P","3520000","3520000-101-2023-00567","2023-10-06","","03","폐업","02","폐업","2023-10-08","","","","","0.00","406-081","인천광역시 연수구 송도동 26-1 달빛축제공원","인천광역시 연수구 센트럴로 350, 달빛축제공원 내 부스 (송도동)","22005","촌놈횟집","2023-10-09 04:15:09","U","2023-10-12 02:40:00","한식","167634.902703367","433863.609856745","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1144","일반음식점","07_24_04_P","3520000","3520000-101-2023-00566","2023-10-06","","03","폐업","02","폐업","2023-10-08","","","","032 831 9930","25.00","406-081","인천광역시 연수구 송도동 26-1 달빛축제공원","인천광역시 연수구 센트럴로 350, 달빛축제공원 내 부스 (송도동)","22005","전이랑 막걸리랑","2023-10-09 04:15:09","U","2023-10-12 02:40:00","한식","167634.902703367","433863.609856745","한식","0","0","","","","0","0","0","0","0","","0","0","N","25","","","",
"1145","일반음식점","07_24_04_P","3520000","3520000-101-2023-00565","2023-10-06","","03","폐업","02","폐업","2023-10-08","","","","032 833 8828","0.00","406-081","인천광역시 연수구 송도동 26-1 달빛축제공원","인천광역시 연수구 센트럴로 350, 달빛축제공원 내 부스 (송도동)","22005","연수구소상공인연합회","2023-10-09 04:15:09","U","2023-10-12 02:40:00","한식","167634.902703367","433863.609856745","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1146","일반음식점","07_24_04_P","3520000","3520000-101-2023-00564","2023-10-06","","03","폐업","02","폐업","2023-10-08","","","","032 817 3088","75.00","406-081","인천광역시 연수구 송도동 26-1 달빛축제공원","인천광역시 연수구 센트럴로 350, 달빛축제공원 내 부스 (송도동)","22005","인천연수구새마을회","2023-10-09 04:15:09","U","2023-10-12 02:40:00","한식","167634.902703367","433863.609856745","한식","0","0","","","","0","0","0","0","0","","0","0","N","75","","","",
"1147","일반음식점","07_24_04_P","4470000","4470000-101-2023-00176","2023-10-06","","03","폐업","02","폐업","2023-10-15","","","","043 872 2234","25.00","369-805","충청북도 음성군 음성읍 읍내리 817-100","충청북도 음성군 음성읍 설성공원길 37-1","27703","품바 손짜장","2023-10-16 04:15:09","U","2023-10-18 02:40:00","한식","261435.600948087","381549.066268416","한식","0","0","","","","0","0","0","0","0","","0","0","N","25","","","",
"1148","일반음식점","07_24_04_P","4470000","4470000-101-2023-00175","2023-10-06","","03","폐업","02","폐업","2023-10-15","","","","043 881 2586","50.00","369-805","충청북도 음성군 음성읍 읍내리 446-1 야외음악당","충청북도 음성군 음성읍 설성공원길 28, 설성문화제 행사장 내","27703","음성축협친환경축산물프라자","2023-10-16 04:15:09","U","2023-10-18 02:40:00","식육(숯불구이)","261490.956630982","381425.747669606","식육(숯불구이)","0","0","","","","0","0","0","0","0","","0","0","N","50","","","",
"1149","일반음식점","07_24_04_P","5680000","5680000-101-2023-00233","2023-10-06","","03","폐업","02","폐업","2023-10-08","","","","","100.00","343-816","충청남도 당진시 신평면 운정리 168","충청남도 당진시 신평면 삽교천길 90-3, 삽교호 관광지 일원","31744","더홈케이터링","2023-10-09 04:15:09","U","2023-10-12 02:40:00","뷔페식","184356.069018157","376210.112491635","뷔페식","0","0","","","상수도전용","0","0","0","0","0","","0","0","N","100","","","",
"1150","일반음식점","07_24_04_P","3650000","3650000-101-2023-00290","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","301-811","대전광역시 중구 문화동 1-40 서대전공원 일원","","","라이크유(like u)","2023-10-30 04:15:11","U","2023-11-01 02:40:00","기타","236847.637396721","313493.514692809","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1151","일반음식점","07_24_04_P","3650000","3650000-101-2023-00289","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","301-811","대전광역시 중구 문화동 1-40 서대전공원 일원","","","케이시켈리중촌점","2023-10-30 04:15:11","U","2023-11-01 02:40:00","기타","236847.637396721","313493.514692809","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1152","일반음식점","07_24_04_P","3650000","3650000-101-2023-00288","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","301-811","대전광역시 중구 문화동 1-40 서대전공원 일원","","","에스에스에이더블유(SSAW)","2023-10-30 04:15:11","U","2023-11-01 02:40:00","기타","236847.637396721","313493.514692809","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1153","일반음식점","07_24_04_P","3650000","3650000-101-2023-00287","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","301-811","대전광역시 중구 문화동 1-40 서대전공원 일원","","","점선면","2023-10-30 04:15:11","U","2023-11-01 02:40:00","기타","236847.637396721","313493.514692809","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1154","일반음식점","07_24_04_P","3650000","3650000-101-2023-00286","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","301-811","대전광역시 중구 문화동 1-40 서대전공원 일원","","","오동빌304호","2023-10-30 04:15:11","U","2023-11-01 02:40:00","기타","236847.637396721","313493.514692809","기타","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1155","일반음식점","07_24_04_P","3210000","3210000-101-2023-00488","2023-10-24","","03","폐업","02","폐업","2024-10-24","","","","","14.38","137-857","서울특별시 서초구 서초동 1321-6 서초동아타워","서울특별시 서초구 서운로 138, 지하1층 주방16호 (서초동, 서초동아타워)","06619","석촌칼국수 보리밥 강남1호점","2024-10-24 11:34:44","U","2024-10-26 02:40:00","한식","202165.507055894","443757.10494218","한식","0","0","","","","0","0","0","0","0","","0","0","N","14.38","","","",
"1156","일반음식점","07_24_04_P","3040000","3040000-101-2023-00402","2023-10-24","","03","폐업","02","폐업","2024-10-28","","","","","13.95","143-840","서울특별시 광진구 군자동 360-20 광진 동양파라곤 1단지 제비101호-주방5호","서울특별시 광진구 광나루로 361, 제지1층 제비101호-주방5호 (군자동, 광진 동양파라곤 1단지)","05003","마라벅스마라탕 건대점","2024-10-28 16:02:02","U","2024-10-30 02:40:00","중국식","206135.609362634","449591.555579704","중국식","0","0","","","","0","0","0","0","0","","0","0","N","13.95","","","",
"1157","일반음식점","07_24_04_P","3230000","3230000-101-2023-00839","2023-10-24","","03","폐업","02","폐업","2023-12-18","","","","","84.00","138-819","서울특별시 송파구 마천동 128-50","서울특별시 송파구 마천로 295, 1층 (마천동)","05756","해운대 연탄 생갈비 송파마천점","2023-12-18 11:49:32","U","2023-12-20 02:40:00","한식","213105.531929652","443813.446503279","한식","0","0","","","","0","0","0","0","0","","0","0","N","84","","","",
"1158","일반음식점","07_24_04_P","5160000","5160000-101-2023-00024","2023-10-24","","03","폐업","02","폐업","2023-11-05","","","","","100.00","763-802","경상북도 청송군 청송읍 월막리 484-1 청송사과축제장","","","진향식당","2023-11-06 04:15:09","U","2023-11-08 02:40:00","한식","384381.573763453","327836.111810825","한식","0","0","","","","0","0","0","0","0","","0","0","N","100","","","",
"1159","일반음식점","07_24_04_P","5160000","5160000-101-2023-00022","2023-10-24","","03","폐업","02","폐업","2023-11-05","","","","","100.00","763-802","경상북도 청송군 청송읍 월막리 484-1 청송사과축제장","","","중식당 용궁","2023-11-06 04:15:09","U","2023-11-08 02:40:00","일식","384381.573763453","327836.111810825","일식","0","0","","","","0","0","0","0","0","","0","0","N","100","","","",
"1160","일반음식점","07_24_04_P","5080000","5080000-101-2023-00500","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","금오산길","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1161","일반음식점","07_24_04_P","5080000","5080000-101-2023-00499","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","타이거펍","2023-10-30 04:15:08","U","2023-11-01 02:40:00","한식","321206.462985608","291459.171654246","한식","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
"1162","일반음식점","07_24_04_P","5080000","5080000-101-2023-00498","2023-10-24","","03","폐업","02","폐업","2023-10-29","","","","","","730-090","경상북도 구미시 송정동 505","","","갬성천국","2023-10-30 04:15:08","U","2023-11-01 02:40:00","호프/통닭","321206.462985608","291459.171654246","호프/통닭","0","0","","","","0","0","0","0","0","","0","0","N","0","","","",
